1.000000000000000021e-02;0.000000000000000000e+00
1.005987425026197771e-02;5.029979041692863938e-05
1.011949400421665278e-02;1.011983133417666527e-04
1.017885477147327696e-02;1.526942738144199617e-04
1.023795206826575745e-02;2.047863469397307563e-04
1.029678141763973667e-02;2.574731779215370204e-04
1.035533834963951044e-02;3.107533820978550221e-04
1.041361840149475186e-02;3.646255449771831588e-04
1.047161711780704788e-02;4.190882222759259872e-04
1.052933005073626062e-02;4.741399399569389927e-04
1.058675276018664242e-02;5.297791942691903316e-04
1.064388081399279817e-02;5.860044517885419028e-04
1.070070978810538920e-02;6.428141494596460639e-04
1.075723526677662550e-02;7.002066946389564738e-04
1.081345284274555160e-02;7.581804651388552837e-04
1.086935811742306170e-02;8.167338092728914723e-04
1.092494670107671019e-02;8.758650459021328745e-04
1.098021421301524116e-02;9.355724644826246376e-04
1.103515628177289577e-02;9.958543251139624543e-04
1.108976854529343352e-02;1.056708858588968321e-03
1.114404665111388970e-02;1.118134266444475219e-03
1.119798625654808144e-02;1.180128721013216919e-03
1.125158302886980835e-02;1.242690365476818801e-03
1.130483264549577566e-02;1.305817313919894118e-03
1.135773079416823109e-02;1.369507651385237475e-03
1.141027317313728258e-02;1.433759433930118345e-03
1.146245549134295057e-02;1.498570688683672656e-03
1.151427346859684731e-02;1.563939413905387262e-03
1.156572283576360119e-02;1.629863579044682053e-03
1.161679933494191505e-02;1.696341124801580176e-03
1.166749871964529832e-02;1.763369963188470696e-03
1.171781675498248521e-02;1.830947977592960879e-03
1.176774921783747298e-02;1.899073022841812029e-03
1.181729189704924625e-02;1.967742925265962128e-03
1.186644059359111270e-02;2.036955482766632242e-03
1.191519112074969355e-02;2.106708464882511064e-03
1.196353930430355678e-02;2.176999612858022352e-03
1.201148098270142864e-02;2.247826639712663561e-03
1.205901200724007923e-02;2.319187230311426946e-03
1.210612824224178291e-02;2.391079041436286641e-03
1.215282556523139545e-02;2.463499701858759116e-03
1.219909986711303386e-02;2.536446812413533942e-03
1.224494705234633642e-02;2.609917946073166649e-03
1.229036303912232897e-02;2.683910648023841907e-03
1.233534375953885404e-02;2.758422435742187949e-03
1.237988515977558011e-02;2.833450799073166954e-03
1.242398320026858426e-02;2.908993200309003668e-03
1.246763385588448361e-02;2.985047074269183039e-03
1.251083311609414196e-02;3.061609828381493034e-03
1.255357698514590267e-02;3.138678842764122592e-03
1.259586148223838277e-02;3.216251470308798249e-03
1.263768264169279690e-02;3.294325036764977638e-03
1.267903651312481290e-02;3.372896840825075158e-03
1.271991916161593385e-02;3.451964154210731932e-03
1.276032666788439081e-02;3.531524221760124448e-03
1.280025512845556386e-02;3.611574261516301010e-03
1.283970065583189997e-02;3.692111464816559899e-03
1.287865937866232262e-02;3.773132996382846244e-03
1.291712744191115918e-02;3.854635994413184094e-03
1.295510100702652878e-02;3.936617570674123302e-03
1.299257625210824274e-02;4.019074810594217700e-03
1.302954937207515332e-02;4.102004773358512019e-03
1.306601657883198729e-02;4.185404492004044484e-03
1.310197410143565389e-02;4.269270973516367702e-03
1.313741818626098026e-02;4.353601198927069607e-03
1.317234509716593872e-02;4.438392123412312693e-03
1.320675111565628237e-02;4.523640676392362905e-03
1.324063254104965691e-02;4.609343761632122075e-03
1.327398569063911564e-02;4.695498257342667348e-03
1.330680689985609504e-02;4.782101016283769011e-03
1.333909252243278137e-02;4.869148865867410116e-03
1.337083893056392053e-02;4.956638608262284480e-03
1.340204251506802585e-02;5.044567020499288700e-03
1.343269968554799965e-02;5.132930854577985591e-03
1.346280687055113716e-02;5.221726837574051233e-03
1.349236051772855632e-02;5.310951671747689111e-03
1.352135709399398915e-02;5.400602034653027850e-03
1.354979308568196247e-02;5.490674579248468710e-03
1.357766499870535597e-02;5.581165934008009734e-03
1.360496935871234776e-02;5.672072703033531789e-03
1.363170271124270090e-02;5.763391466168028311e-03
1.365786162188341139e-02;5.855118779109796945e-03
1.368344267642374740e-02;5.947251173527589620e-03
1.370844248100958410e-02;6.039785157176687236e-03
1.373285766229711755e-02;6.132717214015936252e-03
1.375668486760590892e-02;6.226043804325714220e-03
1.377992076507125740e-02;6.319761364826835537e-03
1.380256204379590526e-02;6.413866308800384407e-03
1.382460541400104027e-02;6.508355026208472414e-03
1.384604760717666853e-02;6.603223883815940651e-03
1.386688537623122393e-02;6.698469225312944815e-03
1.388711549564055486e-02;6.794087371438490945e-03
1.390673476159615118e-02;6.890074620104865398e-03
1.392573999215270843e-02;6.986427246522984233e-03
1.394412802737494614e-02;7.083141503328628172e-03
1.396189572948373925e-02;7.180213620709599565e-03
1.397903998300151739e-02;7.277639806533770135e-03
1.399555769489691827e-02;7.375416246478003028e-03
1.401144579472872638e-02;7.473539104157988187e-03
1.402670123478909521e-02;7.572004521258955505e-03
1.404132099024596458e-02;7.670808617667248391e-03
1.405530205928479451e-02;7.769947491602801140e-03
1.406864146324951319e-02;7.869417219752469772e-03
1.408133624678269830e-02;7.969213857404238918e-03
1.409338347796503486e-02;8.069333438582284787e-03
1.410478024845394050e-02;8.169771976182904627e-03
1.411552367362148980e-02;8.270525462111296203e-03
1.412561089269148869e-02;8.371589867419185552e-03
1.413503906887582373e-02;8.472961142443306490e-03
1.414380538950997697e-02;8.574635216944711050e-03
1.415190706618779486e-02;8.676608000248943811e-03
