1.000000000000000021e-02;0.000000000000000000e+00;0.000000000000000000e+00
1.000599874925002693e-02;5.002999791541669929e-06;0.000000000000000000e+00
1.001199499400041645e-02;1.001199833133341674e-05;0.000000000000000000e+00
1.001798872975211314e-02;1.502699436487563446e-05;0.000000000000000000e+00
1.002397995200668239e-02;2.004798663466933958e-05;0.000000000000000000e+00
1.002996865626632622e-02;2.507497388021649544e-05;0.000000000000000000e+00
1.003595483803387117e-02;3.010795483802032482e-05;0.000000000000000000e+00
1.004193849281278909e-02;3.514692824158562501e-05;0.000000000000000000e+00
1.004791961610717807e-02;4.019189282141907952e-05;0.000000000000000000e+00
1.005389820342178150e-02;4.524284730502961722e-05;0.000000000000000000e+00
1.005987425026197771e-02;5.029979041692863938e-05;0.000000000000000000e+00
1.006584775213379204e-02;5.536272087863051430e-05;0.000000000000000000e+00
1.007181870454388652e-02;6.043163740865265860e-05;0.000000000000000000e+00
1.007778710299957713e-02;6.550653872251612007e-05;0.000000000000000000e+00
1.008375294300881998e-02;7.058742353274567922e-05;0.000000000000000000e+00
1.008971622008022172e-02;7.567429054887033044e-05;0.000000000000000000e+00
1.009567692972304816e-02;8.076713847742354626e-05;0.000000000000000000e+00
1.010163506744720524e-02;8.586596602194358232e-05;0.000000000000000000e+00
1.010759062876326678e-02;9.097077188297391097e-05;0.000000000000000000e+00
1.011354360918245363e-02;9.608155475806332978e-05;0.000000000000000000e+00
1.011949400421665278e-02;1.011983133417666527e-04;0.000000000000000000e+00
1.012544180937840349e-02;1.063210463256446828e-04;0.000000000000000000e+00
1.013138702018091808e-02;1.114497523982647275e-04;0.000000000000000000e+00
1.013732963213806113e-02;1.165844302452008968e-04;0.000000000000000000e+00
1.014326964076437375e-02;1.217250785490345364e-04;0.000000000000000000e+00
1.014920704157506147e-02;1.268716959893543639e-04;0.000000000000000000e+00
1.015514183008599421e-02;1.320242812427569834e-04;0.000000000000000000e+00
1.016107400181372709e-02;1.371828329828471567e-04;0.000000000000000000e+00
1.016700355227547273e-02;1.423473498802380608e-04;0.000000000000000000e+00
1.017293047698913239e-02;1.475178306025519382e-04;0.000000000000000000e+00
1.017885477147327696e-02;1.526942738144199617e-04;0.000000000000000000e+00
1.018477643124716080e-02;1.578766781774830746e-04;0.000000000000000000e+00
1.019069545183071655e-02;1.630650423503918547e-04;0.000000000000000000e+00
1.019661182874456382e-02;1.682593649888073284e-04;0.000000000000000000e+00
1.020252555751000219e-02;1.734596447454010237e-04;0.000000000000000000e+00
1.020843663364902343e-02;1.786658802698553510e-04;0.000000000000000000e+00
1.021434505268430104e-02;1.838780702088639812e-04;0.000000000000000000e+00
1.022025081013920589e-02;1.890962132061323620e-04;0.000000000000000000e+00
1.022615390153779925e-02;1.943203079023777169e-04;0.000000000000000000e+00
1.023205432240483111e-02;1.995503529353297232e-04;0.000000000000000000e+00
1.023795206826575745e-02;2.047863469397307563e-04;0.000000000000000000e+00
